,unp,cat,Ratio,Spread
0,246.5500030517578,206.39500427246094,0.8371324344665808,15.743643204085997
1,247.39010620117188,206.38999938964844,0.834269415858599,16.508653686704122
2,247.61000061035156,205.74000549316406,0.8309034569929358,17.357576705712432
3,247.83999633789062,205.6699981689453,0.8298499080372274,17.635651385687396
4,248.1544952392578,206.125,0.8306317393173348,17.465163338848953
5,247.85000610351562,205.49000549316406,0.829090177255595,17.824699470834815
6,247.9600067138672,206.3800048828125,0.8323116603274018,17.034212956370254
7,249.67210388183594,207.74000549316406,0.8320513275743558,17.223073859006888
8,249.69000244140625,206.9199981689453,0.8287075819845947,18.05927324905872
9,249.77999877929688,206.4199981689453,0.8264072350778413,18.640689109487965
10,249.6699981689453,206.47999572753906,0.8270116443378964,18.48117867571034
11,249.68499755859375,206.59500122070312,0.8274225653955093,18.379742492617822
12,249.38499450683594,206.9600067138672,0.8298815537123031,17.743336994045222
13,249.22999572753906,206.69000244140625,0.829314312019497,17.873120461107646
14,250.625,207.66000366210938,0.8285685931655237,18.165120292968794
15,251.36000061035156,207.63999938964844,0.8260661954386443,18.850048366890718
16,250.97999572753906,207.36000061035156,0.8262013074359087,18.786272885738242
17,250.9949951171875,207.97999572753906,0.8286220832030332,18.179847078622288
18,250.99000549316406,207.52999877929688,0.826845668103502,18.6253301261591
19,251.6300048828125,207.83999633789062,0.8259746147311984,18.894312803914005
20,251.1300048828125,207.38999938964844,0.8258272422939866,18.891981011134504
21,249.5,207.92999267578125,0.833386744191508,16.87739161199812
22,249.68499755859375,207.00999450683594,0.8290846327611524,17.96474920648501
23,249.53500366210938,206.6300048828125,0.8280601993722944,18.20904572979302
24,249.78500366210938,206.7200927734375,0.8275920881666423,18.345122209678863
25,250.54930114746094,207.38999938964844,0.8277412806176175,18.366643032098153
26,250.0500030517578,206.60000610351562,0.8262347673747139,18.704942560183127
27,249.5399932861328,206.1199951171875,0.8259998423613077,18.723569396123423
28,250.23989868164062,206.3000030517578,0.8244089137608552,19.176736114321784
